key	english	french	russian	bulgarian
Conversations/Festival Lines/Multi-Use/spring_festival/middle_place_3_hemlock/init	Way to go, [Ari]! I wouldn't worry about challenging Celine, she's been taking first since she was Dell's age.	Bravo, [Ari] ! Ne t'inquiète pas si tu n'arrives pas à faire mieux que Céline. Elle décroche la première place depuis qu'elle a l'âge de Dell.	Отличная работа, [Ari]! Можешь не переживать, что не <p>обошли</p><f>обошла</f><m>обошёл</m><n>обошло</n> Селин. Она заняла первое место в возрасте Делл и с тех пор не отдаёт его каждый год.	Way to go, [Ari]! I wouldn't worry about challenging Celine, she's been taking first since she was Dell's age.
Conversations/Festival Lines/Multi-Use/spring_festival/middle_place_3_holt/init	Way to go, [Ari]! I wouldn't worry about challenging Celine, she's been taking first since she was Dell's age.	Bravo, [Ari] ! Ne t'inquiète pas si tu n'arrives pas à faire mieux que Céline. Elle décroche la première place depuis qu'elle a l'âge de Dell.	Отличная работа, [Ari]! Можешь не переживать, что не <p>обошли</p><f>обошла</f><m>обошёл</m><n>обошло</n> Селин. Она заняла первое место в возрасте Делл и с тех пор не отдаёт его каждый год.	Way to go, [Ari]! I wouldn't worry about challenging Celine, she's been taking first since she was Dell's age.
Conversations/Festival Lines/Multi-Use/spring_festival/middle_place_3_josephine/init	Way to go, [Ari]! I wouldn't worry about challenging Celine, she's been taking first since she was Dell's age.	Bravo, [Ari] ! Ne t'inquiète pas si tu n'arrives pas à faire mieux que Céline. Elle décroche la première place depuis qu'elle a l'âge de Dell.	Отличная работа, [Ari]! Можешь не переживать, что не <p>обошли</p><f>обошла</f><m>обошёл</m><n>обошло</n> Селин. Она заняла первое место в возрасте Делл и с тех пор не отдаёт его каждый год.	Way to go, [Ari]! I wouldn't worry about challenging Celine, she's been taking first since she was Dell's age.
Conversations/Festival Lines/Multi-Use/spring_festival/middle_place_3_landen/init	Way to go, [Ari]! I wouldn't worry about challenging Celine, she's been taking first since she was Dell's age.	Bravo, [Ari] ! Ne t'inquiète pas si tu n'arrives pas à faire mieux que Céline. Elle décroche la première place depuis qu'elle a l'âge de Dell.	Отличная работа, [Ari]! Можешь не переживать, что не <p>обошли</p><f>обошла</f><m>обошёл</m><n>обошло</n> Селин. Она заняла первое место в возрасте Делл и с тех пор не отдаёт его каждый год.	Way to go, [Ari]! I wouldn't worry about challenging Celine, she's been taking first since she was Dell's age.
Conversations/Festival Lines/Multi-Use/spring_festival/middle_place_3_luc/init	Way to go, [Ari]! I wouldn't worry about challenging Celine, she's been taking first since she was Dell's age.	Bravo, [Ari] ! Ne t'inquiète pas si tu n'arrives pas à faire mieux que Céline. Elle décroche la première place depuis qu'elle a l'âge de Dell.	Отличная работа, [Ari]! Можешь не переживать, что не <p>обошли</p><f>обошла</f><m>обошёл</m><n>обошло</n> Селин. Она заняла первое место в возрасте Делл и с тех пор не отдаёт его каждый год.	Way to go, [Ari]! I wouldn't worry about challenging Celine, she's been taking first since she was Dell's age.
Conversations/Festival Lines/Multi-Use/spring_festival/middle_place_3_maple/init	Way to go, [Ari]! I wouldn't worry about challenging Celine, she's been taking first since she was Dell's age.	Bravo, [Ari] ! Ne t'inquiète pas si tu n'arrives pas à faire mieux que Céline. Elle décroche la première place depuis qu'elle a l'âge de Dell.	Отличная работа, [Ari]! Можешь не переживать, что не <p>обошли</p><f>обошла</f><m>обошёл</m><n>обошло</n> Селин. Она заняла первое место в возрасте Делл и с тех пор не отдаёт его каждый год.	Way to go, [Ari]! I wouldn't worry about challenging Celine, she's been taking first since she was Dell's age.
Conversations/Festival Lines/Multi-Use/spring_festival/middle_place_3_nora/init	Way to go, [Ari]! I wouldn't worry about challenging Celine, she's been taking first since she was Dell's age.	Bravo, [Ari] ! Ne t'inquiète pas si tu n'arrives pas à faire mieux que Céline. Elle décroche la première place depuis qu'elle a l'âge de Dell.	Отличная работа, [Ari]! Можешь не переживать, что не <p>обошли</p><f>обошла</f><m>обошёл</m><n>обошло</n> Селин. Она заняла первое место в возрасте Делл и с тех пор не отдаёт его каждый год.	Way to go, [Ari]! I wouldn't worry about challenging Celine, she's been taking first since she was Dell's age.
Conversations/Festival Lines/Multi-Use/spring_festival/middle_place_3_olric/init	Way to go, [Ari]! I wouldn't worry about challenging Celine, she's been taking first since she was Dell's age.	Bravo, [Ari] ! Ne t'inquiète pas si tu n'arrives pas à faire mieux que Céline. Elle décroche la première place depuis qu'elle a l'âge de Dell.	Отличная работа, [Ari]! Можешь не переживать, что не <p>обошли</p><f>обошла</f><m>обошёл</m><n>обошло</n> Селин. Она заняла первое место в возрасте Делл и с тех пор не отдаёт его каждый год.	Way to go, [Ari]! I wouldn't worry about challenging Celine, she's been taking first since she was Dell's age.
Conversations/Festival Lines/Multi-Use/spring_festival/middle_place_3_reina/init	Way to go, [Ari]! I wouldn't worry about challenging Celine, she's been taking first since she was Dell's age.	Bravo, [Ari] ! Ne t'inquiète pas si tu n'arrives pas à faire mieux que Céline. Elle décroche la première place depuis qu'elle a l'âge de Dell.	Отличная работа, [Ari]! Можешь не переживать, что не <p>обошли</p><f>обошла</f><m>обошёл</m><n>обошло</n> Селин. Она заняла первое место в возрасте Делл и с тех пор не отдаёт его каждый год.	Way to go, [Ari]! I wouldn't worry about challenging Celine, she's been taking first since she was Dell's age.
Conversations/Festival Lines/Multi-Use/spring_festival/middle_place_3_ryis/init	Way to go, [Ari]! I wouldn't worry about challenging Celine, she's been taking first since she was Dell's age.	Bravo, [Ari] ! Ne t'inquiète pas si tu n'arrives pas à faire mieux que Céline. Elle décroche la première place depuis qu'elle a l'âge de Dell.	Отличная работа, [Ari]! Можешь не переживать, что не <p>обошли</p><f>обошла</f><m>обошёл</m><n>обошло</n> Селин. Она заняла первое место в возрасте Делл и с тех пор не отдаёт его каждый год.	Way to go, [Ari]! I wouldn't worry about challenging Celine, she's been taking first since she was Dell's age.
Conversations/Festival Lines/Multi-Use/spring_festival/middle_place_3_terithia/init	Way to go, [Ari]! I wouldn't worry about challenging Celine, she's been taking first since she was Dell's age.	Bravo, [Ari] ! Ne t'inquiète pas si tu n'arrives pas à faire mieux que Céline. Elle décroche la première place depuis qu'elle a l'âge de Dell.	Отличная работа, [Ari]! Можешь не переживать, что не <p>обошли</p><f>обошла</f><m>обошёл</m><n>обошло</n> Селин. Она заняла первое место в возрасте Делл и с тех пор не отдаёт его каждый год.	Way to go, [Ari]! I wouldn't worry about challenging Celine, she's been taking first since she was Dell's age.
Conversations/Festival Lines/Multi-Use/spring_festival/middle_place_3_valen/init	Way to go, [Ari]! I wouldn't worry about challenging Celine, she's been taking first since she was Dell's age.	Bravo, [Ari] ! Ne t'inquiète pas si tu n'arrives pas à faire mieux que Céline. Elle décroche la première place depuis qu'elle a l'âge de Dell.	Отличная работа, [Ari]! Можешь не переживать, что не <p>обошли</p><f>обошла</f><m>обошёл</m><n>обошло</n> Селин. Она заняла первое место в возрасте Делл и с тех пор не отдаёт его каждый год.	Way to go, [Ari]! I wouldn't worry about challenging Celine, she's been taking first since she was Dell's age.
Conversations/Festival Lines/Nora/animal_festival/animal_festival_0/1	Or why not get something for one of your animals?	Ou achète quelque chose pour l'un de tes animaux ?	Или, может, что-нибудь, чтобы порадовать своих животных?	Or why not get something for one of your animals?
Conversations/Festival Lines/Nora/animal_festival/animal_festival_0/init	Treat yourself to something nice, [Ari]!	Fais-toi plaisir et offre-toi un joli cadeau, [Ari] !	Попробуй что-нибудь вкусное, [Ari]!	Treat yourself to something nice, [Ari]!
Conversations/Festival Lines/Nora/harvest_festival/harvest_festival_0/1	I've got lots of treats and goodies on sale to commemorate the day!	Je vends plein de friandises et d'objets spéciaux pour fêter cette journée !	У меня в продаже много вкусностей и нарядов в честь сегодняшнего праздника!	I've got lots of treats and goodies on sale to commemorate the day!
Conversations/Festival Lines/Nora/harvest_festival/harvest_festival_0/2	Just don't take too long making your purchasing decisions...	Ne mets pas trop de temps à te décider pour tes achats...	Только не раздумывай над покупками слишком долго...	Just don't take too long making your purchasing decisions...
Conversations/Festival Lines/Nora/harvest_festival/harvest_festival_0/3	I'm planning to join in on the dancing shortly!	J'ai bien l'intention d'aller danser très vite !	Я ещё хочу успеть поучаствовать в танцах!	I'm planning to join in on the dancing shortly!
Conversations/Festival Lines/Nora/harvest_festival/harvest_festival_0/init	Happy Harvest Festival, [Ari]!	Je te souhaite une belle fête des récoltes, [Ari] !	Поздравляю с Фестивалем урожая, [Ari]!	Happy Harvest Festival, [Ari]!
Conversations/Festival Lines/Nora/shooting_star/shooting_star_anticipation/1	I still remember my first time watching the stars with Holt. How nostalgic.	Je me souviens encore avec nostalgie de la première fois où j'ai regardé les étoiles avec Holt.	Я до сих пор помню, как мы впервые смотрели звёзды с Хольтом. Это тёплые воспоминания.	I still remember my first time watching the stars with Holt. How nostalgic.
Conversations/Festival Lines/Nora/shooting_star/shooting_star_anticipation/init	Ah, with summer ending it's almost time for the yearly Shooting Star Festival.	Ah, c'est bientôt la fin de l'été, la fête annuelle des étoiles filantes approche.	Ах, лето кончается и уже приближается ежегодный Фестиваль падающих звёзд.	Ah, with summer ending it's almost time for the yearly Shooting Star Festival.
Conversations/Festival Lines/Nora/shooting_star/shooting_star_anticipation_no_summit/1	I still remember my first time watching the stars with Holt. How nostalgic.	Je me souviens encore avec nostalgie de la première fois où j'ai regardé les étoiles avec Holt.	Я до сих пор помню, как мы впервые смотрели звёзды с Хольтом. Это тёплые воспоминания.	I still remember my first time watching the stars with Holt. How nostalgic.
Conversations/Festival Lines/Nora/shooting_star/shooting_star_anticipation_no_summit/2	Too bad that the $Summit is still blocked off$.	Dommage que le $sommet soit toujours inaccessible$.	Как жаль, что $на Вершину до сих пор нет прохода$.	Too bad that the $Summit is still blocked off$.
Conversations/Festival Lines/Nora/shooting_star/shooting_star_anticipation_no_summit/init	Ah, with summer ending it's almost time for the yearly Shooting Star Festival.	Ah, c'est bientôt la fin de l'été, la fête annuelle des étoiles filantes approche.	Ах, лето кончается и уже приближается ежегодный Фестиваль падающих звёзд.	Ah, with summer ending it's almost time for the yearly Shooting Star Festival.
Conversations/Festival Lines/Nora/shooting_star/shooting_star_celine_follow_up_nora/1	She's never been a big fan of heights, you know. I'm glad she worked up the courage.	Elle a toujours eu un peu le vertige, quand elle est en hauteur. Je suis contente qu'elle ait trouvé le courage d'y aller.	Знаешь, она с детства побаивалась высоты. Я рада, что ей хватило смелости.	She's never been a big fan of heights, you know. I'm glad she worked up the courage.
Conversations/Festival Lines/Nora/shooting_star/shooting_star_celine_follow_up_nora/init	Celine mentioned you two watched the stars on the Summit together last night!	Céline m'a dit que vous aviez regardé ensemble les étoiles depuis le sommet, hier soir !	Селин говорила, что вы вчера ходили на Вершину вдвоём смотреть на звёзды!	Celine mentioned you two watched the stars on the Summit together last night!
Conversations/Festival Lines/Nora/shooting_star/shooting_star_day_of/1	The show starts when the sun sets, around $8 pm$.	Le spectacle commence au coucher du soleil, vers $20 h$.	Начало будет в $8 вечера$, когда зайдёт солнце.	The show starts when the sun sets, around $8 pm$.
Conversations/Festival Lines/Nora/shooting_star/shooting_star_day_of/init	Tonight should be fun!	Ça devrait être sympa, ce soir !	Сегодня будет хорошая ночь!	Tonight should be fun!
Conversations/Festival Lines/Nora/spring_festival/wares/1	As for the Scent of Spring, it's very popular in Mistria.	Quant à l'arôme du printemps, il est très apprécié à Mistria.	А Аромат весны в Мистрии всегда популярен.	As for the Scent of Spring, it's very popular in Mistria.
Conversations/Festival Lines/Nora/spring_festival/wares/2	If you buy it, think carefully who you're going to give it to. The stock is always limited.	Si tu en achètes, réfléchis bien à qui tu vas l'offrir. Le stock est toujours très limité.	Если купишь, подумай хорошенько, кому его дарить. Мои запасы ограничены.	If you buy it, think carefully who you're going to give it to. The stock is always limited.
Conversations/Festival Lines/Nora/spring_festival/wares/init	These decorations are guaranteed to stay in blossom, no matter the season. I'm sure they'd look lovely on your farm!	Ces décorations resteront fleuries, quelle que soit la saison. Je suis certaine qu'elles rendraient très bien, dans ta ferme !	Эти украшения никогда не увянут, не важно, какое время года. Уверена, что на твоей ферме они будут выглядеть прекрасно!	These decorations are guaranteed to stay in blossom, no matter the season. I'm sure they'd look lovely on your farm!
Conversations/Festival Lines/Olric/animal_festival/animal_festival_0/1	Animals sure are cool.	Les animaux sont vraiment cool.	Животные такие крутые.	Animals sure are cool.
Conversations/Festival Lines/Olric/animal_festival/animal_festival_0/init	Amazing how much energy a cow gets from just eating like, $Hay$, huh?	C'est incroyable toute l'énergie que les vaches obtiennent en mangeant seulement du $foin$, hein ?	Поразительно, как много энергии коровы получают, казалось бы, из $сена$?	Amazing how much energy a cow gets from just eating like, $Hay$, huh?
Conversations/Festival Lines/Olric/harvest_festival/harvest_festival_0/1	"I gotta talk to Eiland about his ""second stomach"" technique for sweets. It sounds way powerful."	Il faut qu'Eiland m'explique sa technique du « double estomac » pour les gâteaux. Ça a l'air implacable.	Надо мне расспросить Эйланда про его технику «двойного желудка» для сладкого. Кажется, это мощный приём!	"I gotta talk to Eiland about his ""second stomach"" technique for sweets. It sounds way powerful."
Conversations/Festival Lines/Olric/harvest_festival/harvest_festival_0/init	[Ari], don't make the same mistake I did and fill up too fast on protein.	[Ari], ne fais pas comme moi. J'ai pris beaucoup trop de protéines en très peu de temps.	[Ari], не повторяй мою ошибку. Я слишком быстро наелся белков.	[Ari], don't make the same mistake I did and fill up too fast on protein.
Conversations/Festival Lines/Olric/shooting_star/shooting_star_evening/1	I bet these stars are actually very powerful rocks!	Je parie que ces étoiles, ce sont en fait des rochers très puissants !	Я верю, что звёзды — это на самом деле очень мощные камни.	I bet these stars are actually very powerful rocks!
Conversations/Festival Lines/Olric/shooting_star/shooting_star_evening/init	I have a theory, [Ari]...	J'ai une théorie, [Ari]...	У меня есть теория, [Ari]...	I have a theory, [Ari]...
Conversations/Festival Lines/Olric/shooting_star/shooting_star_march_follow_up_olric/1	It was so nice to see him smiling when he got back in. I guess I worried over nothing, huh?	C'était un plaisir de le voir sourire quand il est rentré. Il faut croire que je m'inquiétais pour rien, hein ?	Так приятно было видеть на его лице улыбку, когда он вернулся. Выходит, я зря волновался?	It was so nice to see him smiling when he got back in. I guess I worried over nothing, huh?
Conversations/Festival Lines/Olric/shooting_star/shooting_star_march_follow_up_olric/init	I'm so glad you and March had a nice time last night!	Je suis content que vous ayez passé une bonne soirée, March et toi, hier soir !	Я так рад, что вы с Мартом вчера хорошо провели время.	I'm so glad you and March had a nice time last night!
Conversations/Festival Lines/Olric/shooting_star/shooting_star_seridia_follow_up_olric/1	Have you seen Seri today?	Tu as vu Seri aujourd'hui ?	Ты сегодня <p>видели</p><f>видела</f><m>видел</m><n>видело</n> Сери?	Have you seen Seri today?
Conversations/Festival Lines/Olric/shooting_star/shooting_star_seridia_follow_up_olric/2	She seems like... extra pumped, for some reason.	Elle avait l'air... particulièrement en forme, mais je ne sais pas pourquoi.	Почему-то она выглядит... на подъёме сегодня.	She seems like... extra pumped, for some reason.
Conversations/Festival Lines/Olric/shooting_star/shooting_star_seridia_follow_up_olric/3	Good for her!	Enfin, tant mieux pour elle !	Рад за неё!	Good for her!
Conversations/Festival Lines/Olric/shooting_star/shooting_star_seridia_follow_up_olric/init	Hey, [Ari]!	Salut, [Ari] !	Эй, [Ari]!	Hey, [Ari]!
Conversations/Festival Lines/Reina/animal_festival/animal_festival_0/1	Not to brag, but I think they're some of the cutest and tastiest I've ever made!	Ce n'est pas pour me vanter, mais je crois que ce sont parmi les plus jolies et les plus savoureuses que j'aie jamais préparées !	Не хочу хвастаться, но это, возможно, самые милые и самые вкусные, что я делала!	Not to brag, but I think they're some of the cutest and tastiest I've ever made!
Conversations/Festival Lines/Reina/animal_festival/animal_festival_0/init	Have you had any of the treats from Nora's booth, [Ari]?	Tu as mangé l'une des douceurs du stand de Nora, [Ari] ?	Ты <p>попробовали</p><f>попробовала</f><m>попробовал</m><n>попробовало</n> угощение из киоска Норы, [Ari]?	Have you had any of the treats from Nora's booth, [Ari]?
Conversations/Festival Lines/Reina/animal_festival/animal_festival_anticipation/1	I'm in charge of stocking up the drinks and treats for Nora's Booth.	C'est moi qui suis chargée de fournir les boissons et les douceurs pour le stand de Nora.	Я должна подготовить напитки и сладости для киоска Норы.	I'm in charge of stocking up the drinks and treats for Nora's Booth.
Conversations/Festival Lines/Reina/animal_festival/animal_festival_anticipation/2	And trust me, they're going to be cuuuuute!	Et fais-moi confiance, ce sera trooop joli !	Вот увидишь, они будут о-о-очень миленькие!	And trust me, they're going to be cuuuuute!
Conversations/Festival Lines/Reina/animal_festival/animal_festival_anticipation/init	The Animal Festival should be a good time this year!	On devrait bien s'amuser à la fête des animaux, cette année !	Фестиваль животных в этом году должен пройти хорошо!	The Animal Festival should be a good time this year!
Conversations/Festival Lines/Reina/animal_festival/animal_festival_first/1	You win enough awards at the Animal Festival, and I might just have to make a cookie that looks like you for next year's event!	Si tu gagnes suffisamment de récompenses à la fête des animaux, je serai obligée de faire un cookie à ton effigie pour la fête de l'an prochain !	Если выиграешь много призов на Фестивале животных, то мне, видимо, в следующем году поручат испечь печенье в твоим лицом!	You win enough awards at the Animal Festival, and I might just have to make a cookie that looks like you for next year's event!
Conversations/Festival Lines/Reina/animal_festival/animal_festival_first/2	What? I'm kidding!	Quoi ? Je blague !	Что? Да я шучу!	What? I'm kidding!
Conversations/Festival Lines/Reina/animal_festival/animal_festival_first/init	Wow, [Ari]! Congrats!	Waouh, [Ari] ! Félicitations !	Ух ты, [Ari]! Поздравляю!	Wow, [Ari]! Congrats!
Conversations/Festival Lines/Reina/animal_festival/animal_festival_horse_cutout/init	Haha, how cute are these? Join me, [Ari]!	Ha ha, c'est super joli, hein ? Viens avec moi, [Ari] !	Ха-ха, смотри, как мило! Иди сюда, [Ari]!	Haha, how cute are these? Join me, [Ari]!
Conversations/Festival Lines/Reina/harvest_festival/harvest_festival_0/1	I used to dream about running the Harvest Festival kitchen when I was kid.	Quand j'étais petite, je rêvais d'être aux fourneaux pour la fête des récoltes.	Когда я была маленькая, я мечтала о том, чтобы заведовать фестивальной кухней.	I used to dream about running the Harvest Festival kitchen when I was kid.
Conversations/Festival Lines/Reina/harvest_festival/harvest_festival_0/2	It makes me so happy to see everyone enjoying my cooking.	Je suis si heureuse de voir que tout le monde apprécie la nourriture que j'ai préparée.	Так радостно видеть, что всем нравится моя готовка.	It makes me so happy to see everyone enjoying my cooking.
Conversations/Festival Lines/Reina/harvest_festival/harvest_festival_0/init	Have you tried the food yet, [Ari]?	Tu as goûté la nourriture, [Ari] ?	Уже <p>пробовали</p><f>пробовала</f><m>пробовал</m><n>пробовало</n> еду, [Ari]?	Have you tried the food yet, [Ari]?
Conversations/Festival Lines/Reina/harvest_festival/harvest_festival_place_follow_up/1	I can't thank you enough for picking so many berries!	Je te remercie vraiment d'avoir cueilli toutes ces baies !	Не могу выразить, как я благодарна, что ты <p>набрали</p><f>набрала</f><m>набрал</m><n>набрало</n> столько ягод!	I can't thank you enough for picking so many berries!
Conversations/Festival Lines/Reina/harvest_festival/harvest_festival_place_follow_up/2	You made my time in the kitchen a lot more fun.	Grâce à toi, j'ai passé un super moment en cuisine.	Благодаря тебе мне на кухне было весело!	You made my time in the kitchen a lot more fun.
Conversations/Festival Lines/Reina/harvest_festival/harvest_festival_place_follow_up/init	Congrats, [Ari]!	Félicitations, [Ari] !	Поздравляю, [Ari]!	Congrats, [Ari]!
Conversations/Festival Lines/Reina/shooting_star/shooting_star_8h_follow_up/1	The stars were so beautiful, weren't they?	Les étoiles étaient si belles, tu ne trouves pas ?	Звёзды такие красивые, правда?	The stars were so beautiful, weren't they?
Conversations/Festival Lines/Reina/shooting_star/shooting_star_8h_follow_up/init	Last night was really special, [Ari].	C'était vraiment une soirée spéciale, hier, [Ari].	Вчера была необыкновенная ночь, [Ari].	Last night was really special, [Ari].
Conversations/Festival Lines/Reina/shooting_star/shooting_star_anticipation/1	I've heard couples often go to watch them up at the Summit...	Il paraît que les couples vont souvent admirer les étoiles depuis le sommet...	Я слышала, что парочки часто ходят смотреть на звёзды на Вершину...	I've heard couples often go to watch them up at the Summit...
Conversations/Festival Lines/Reina/shooting_star/shooting_star_anticipation/2	Sounds pretty romantic, huh?	Ça a l'air très romantique, non ?	Звучит так романтично, да?	Sounds pretty romantic, huh?
Conversations/Festival Lines/Reina/shooting_star/shooting_star_anticipation/init	Are you looking forward to the Shooting Star Festival, [Ari]?	Est-ce que tu as hâte que la fête des étoiles filantes commence, [Ari] ?	Ты ждёшь Фестиваль падающих звёзд, [Ari]?	Are you looking forward to the Shooting Star Festival, [Ari]?
Conversations/Festival Lines/Reina/shooting_star/shooting_star_follow_up/1	Thank you again for inviting me out last night. I had a really nice time.	Merci encore de m'avoir invitée, hier soir. J'ai vraiment passé un bon moment.	Спасибо тебе ещё раз, что <p>пригласили</p><f>пригласила</f><m>пригласил</m><n>пригласило</n> меня вчера. Мне очень понравилось.	Thank you again for inviting me out last night. I had a really nice time.
Conversations/Festival Lines/Reina/shooting_star/shooting_star_follow_up/2	I had a really nice time.	J'ai vraiment passé un bon moment.	Мне очень понравилось.	I had a really nice time.
Conversations/Festival Lines/Reina/shooting_star/shooting_star_follow_up/init	Hey [Ari]!	Salut, [Ari] !	Эй, [Ari]!	Hey [Ari]!
Conversations/Festival Lines/Reina/shooting_star/shooting_star_follow_up_not_invited/1	It's nice to spend some quality time with family now and then.	C'est chouette de passer de bons moments en famille, de temps en temps.	Приятно бывает время от времени собраться отдохнуть всей семьёй.	It's nice to spend some quality time with family now and then.
Conversations/Festival Lines/Reina/shooting_star/shooting_star_follow_up_not_invited/2	And the stars were really pretty, too!	Et puis les étoiles étaient vraiment très jolies !	И звёзды были такие красивые!	And the stars were really pretty, too!
Conversations/Festival Lines/Reina/shooting_star/shooting_star_follow_up_not_invited/init	Ahh last night was so nice!	Ah, c'était tellement agréable, hier soir !	Ах, вчера была такая хорошая ночь!	Ahh last night was so nice!
Conversations/Festival Lines/Reina/shooting_star/shooting_star_invited/init	Hi [Ari]! Should we start heading up to the Summit?	Coucou, [Ari] ! Si on se dirigeait vers le sommet ?	Привет, [Ari]! Давай подниматься на Вершину?	Hi [Ari]! Should we start heading up to the Summit?
Conversations/Festival Lines/Reina/shooting_star/shooting_star_invited_anticipation/init	See you at 8 pm, [Ari]? I'm looking forward to it!	On se voit à 20 h, [Ari] ? J'ai hâte d'y être !	Увидимся в 8 вечера, [Ari]? Я буду ждать!	See you at 8 pm, [Ari]? I'm looking forward to it!
Conversations/Festival Lines/Reina/shooting_star/shooting_star_missed_follow_up/1	I didn't know what to think when you just... didn't show up.	Je ne savais pas trop quoi penser en voyant... que tu ne venais pas.	Я не знала, что и думать, когда ты просто... Не <p>пришли</p><f>пришла</f><m>пришёл</m><n>пришло</n>.	I didn't know what to think when you just... didn't show up.
Conversations/Festival Lines/Reina/shooting_star/shooting_star_missed_follow_up/init	What happened yesterday, [Ari]?	Que s'est-il passé hier, [Ari] ?	Вчера что-то случилось, [Ari]?	What happened yesterday, [Ari]?
Conversations/Festival Lines/Reina/shooting_star/shooting_star_not_invited/1	The night feels full of magic, doesn't it?	La nuit est magique, tu ne trouves pas ?	Эта ночь как будто волшебная, правда?	The night feels full of magic, doesn't it?
Conversations/Festival Lines/Reina/shooting_star/shooting_star_not_invited/init	They're so beautiful...	Elles sont tellement belles...	Какие красивые...	They're so beautiful...
Conversations/Festival Lines/Reina/shooting_star/shooting_star_romantic_follow_up_A/1	You're always so busy... I thought I'd make you a snack that you can eat on the go!	Tu es toujours si <he>occupé</he><she>occupée</she><they>occupée·e</they>... Je me suis dit que j'allais te préparer un encas que tu pourrais manger sur le pouce !	У тебя всегда столько дел... Я подумала, давай состряпаю тебе что-нибудь перекусить в дороге!	You're always so busy... I thought I'd make you a snack that you can eat on the go!
Conversations/Festival Lines/Reina/shooting_star/shooting_star_romantic_follow_up_A/init	Hi [Ari]! Are you hungry by any chance...?	Salut, [Ari] ! Tu n'aurais pas un petit creux, par hasard...?	Привет, [Ari]! Ты, случайно, не <p>голодны</p><f>голодна</f><m>голоден</m><n>голодно</n>?..	Hi [Ari]! Are you hungry by any chance...?
Conversations/Festival Lines/Reina/shooting_star/shooting_star_romantic_follow_up_B/1	I just thought you should know, hehe.	Je tenais à te le dire, hé hé.	Просто решила тебе сообщить, хи-хи.	I just thought you should know, hehe.
Conversations/Festival Lines/Reina/shooting_star/shooting_star_romantic_follow_up_B/init	You look nice today, [Ari]...	Tu es très en beauté, aujourd'hui, [Ari]...	Хорошо выглядишь сегодня, [Ari]...	You look nice today, [Ari]...
Conversations/Festival Lines/Reina/spring_festival/first_place/init	First place! I can't believe you knocked Celine off her throne! Next year I bet you're going to have a real fight on your hands.	La première place ! Je n'en reviens pas que tu aies détrôné Céline ! L'année prochaine, je parie que la concurrence sera vraiment très rude.	Первое место! Поверить не могу, что тебе удалось обойти Селин! Наверняка в следующем году вам придётся побороться!	First place! I can't believe you knocked Celine off her throne! Next year I bet you're going to have a real fight on your hands.
Conversations/Festival Lines/Reina/spring_festival/stop_by/1	And I really worked hard mixing up all the yummy things she's selling!	Et je me suis donné du mal pour mélanger tous les aliments délicieux qu'elle y vend !	А я старалась намешать всяких вкусностей, которые она продаёт!	And I really worked hard mixing up all the yummy things she's selling!
Conversations/Festival Lines/Reina/spring_festival/stop_by/init	Be sure to stop by Maple's refreshment stand! She worked really hard on it.	Surtout, arrête-toi au stand de rafraîchissements de Maple ! Elle y a vraiment travaillé dur.	Не забудь зайти на стенд Мэйпл за напитками! Она очень над ним старалась.	Be sure to stop by Maple's refreshment stand! She worked really hard on it.
Conversations/Festival Lines/Ryis/animal_festival/animal_festival_0/1	Look at all these people enjoying them!	Regarde comme tout le monde en profite !	Смотри, как всем вокруг нравится!	Look at all these people enjoying them!
Conversations/Festival Lines/Ryis/animal_festival/animal_festival_0/init	Designing and building festival decorations and booths is so satisfying.	C'est tellement agréable de concevoir et de construire les stands et les décors de la fête.	Проектировать и строть фестивальные киоски и декорации — одно удовольствие.	Designing and building festival decorations and booths is so satisfying.
Conversations/Festival Lines/Ryis/animal_festival/animal_festival_anticipation/1	I think folks are really going to love them!	Je crois que tout le monde va les adorer !	Думаю, они всем придутся по душе!	I think folks are really going to love them!
Conversations/Festival Lines/Ryis/animal_festival/animal_festival_anticipation/init	Uncle Landen and I have been getting the decorations for the upcoming Animal Festival ready.	Oncle Landen et moi avons déjà préparé les décors pour la fête des animaux à venir.	Мы я дядей Ланденом работаем над декорациями к приближающемуся Фестивалю животных.	Uncle Landen and I have been getting the decorations for the upcoming Animal Festival ready.
Conversations/Festival Lines/Ryis/animal_festival/animal_festival_chicken_cutout/1	Cute, aren't they? Uncle Landen and I had a great time making them.	Mignonnes, ces silhouettes, n'est-ce pas ? On s'est bien amusés à les fabriquer, avec oncle Landen.	Мило выглядят, да? Весело было работать над ними с дядей Ланденом.	Cute, aren't they? Uncle Landen and I had a great time making them.
Conversations/Festival Lines/Ryis/animal_festival/animal_festival_chicken_cutout/init	Hey, [Ari]!	Salut, [Ari] !	Привет, [Ari]!	Hey, [Ari]!
Conversations/Festival Lines/Ryis/animal_festival/animal_festival_first/init	Congrats on the win, [Ari]!	Félicitations pour ta victoire, [Ari] !	Поздравляю с победой, [Ari]!	Congrats on the win, [Ari]!
Conversations/Festival Lines/Ryis/harvest_festival/harvest_festival_0/1	It's a shame they don't travel well, I bet my family in the Capital would love them.	Dommage qu'elles se gâtent facilement, ma famille restée à la capitale les apprécierait sûrement beaucoup.	Жаль, что они не выносят транспортировки: моим родственникам в столице они бы точно понравились.	It's a shame they don't travel well, I bet my family in the Capital would love them.
